,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10
1349,Courtois Thibaut,G,22.0,28.0,5.74,6.08,5.7,21,6,30,0.7,0.74,0.76,0,0,0,1.0,1.0,1.0,1890,540,2700,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,5.0,6.25,6.0,7.0,5.5,6.5,5.0,6.5,0.0,0.0,6.0,6.5,5.5,5.0,6.5,4.5,5.0,5.0,5.5,0.0,0.0,0.0,0.0,6.0,5.0,6.0,6.0,5.0,6.5,6.0,0.0,5.5,0.0,7.0,5.5,4.5,5.5,6.0,4.0,6.5,4,8
1350,Christensen Andreas,DC,14.0,17.0,5.72,0.0,5.68,16,0,20,0.55,0.0,0.85,0,0,0,0.94,0.0,0.95,1264,0,1579,79.0,0.0,78.95,0.0,0.0,0.0,1000.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,0.9373,1224.0,14.0,10.0,62.35,13.0,0.0,0.0,0.0,5.833333333333333,0.0,5.5,6.0,6.0,5.5,6.0,5.5,6.0,0.0,5.0,5.0,6.5,7.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,6.0,0.0,3,8
1351,ter Stegen Marc-André,G,17.0,25.0,5.72,5.72,5.69,27,27,37,0.74,0.74,0.87,0,0,0,1.0,1.0,1.0,2430,2430,3330,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,6.0,5.875,6.0,5.5,7.0,5.0,5.0,6.5,6.0,6.0,6.0,6.0,5.0,6.0,4.5,5.5,5.5,6.0,5.0,5.5,3.5,6.0,6.0,5.5,6.0,7.0,6.0,6.5,6.0,4.0,6.0,4.5,0.0,5.0,7.0,5.5,7.0,6.0,7.0,0.0,4,10
1352,Rui Silva,G,15.0,19.0,5.71,6.0,5.81,21,3,27,1.16,0.5,1.14,0,0,0,1.0,1.0,0.96,1890,270,2413,90.0,90.0,89.37,0.0,0.0,0.0,1000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,19.0,0.0,6.0,6.5,6.0,5.5,0.0,0.0,0.0,7.0,3.5,6.0,0.0,4.0,5.5,6.0,4.5,0.0,8.0,4.0,0.0,6.0,6.5,6.0,5.0,6.0,4.5,6.5,7.5,5.5,7.0,6.5,7.0,5.0,0.0,4.5,0.0,0.0,0.0,0.0,7.0,3,6
1353,Villar Iván,G,15.0,15.0,5.69,5.69,5.69,8,8,8,0.88,0.88,0.88,0,0,0,1.0,1.0,1.0,720,720,720,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,5.625,4.0,5.5,6.0,7.0,6.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8
1354,Koundé Jules,DC,16.0,21.0,5.68,5.75,5.7,19,4,30,0.84,0.5,0.82,0,0,2,0.95,1.0,0.97,1573,360,2563,82.79,90.0,85.43,0.0,1282.0,6.5,1000.0,15.0,0.0,0.0,0.0,2.0,2.0,4.0,0.8845,1476.0,17.0,16.0,59.65,15.0,0.0,0.0,5.5,5.75,6.0,6.0,6.0,5.0,0.0,6.0,4.5,6.0,5.5,5.5,4.0,6.0,5.0,0.0,0.0,6.0,5.5,6.0,4.5,0.0,0.0,6.0,0.0,7.5,7.0,0.0,0.0,5.5,5.0,5.5,7.0,6.0,6.5,4.5,5.5,5.5,7.0,5.0,4,9
1355,Kondogbia Geoffrey,MD,8.0,18.0,5.63,0.0,5.5,16,0,25,0.83,0.0,0.74,0,0,0,0.63,0.0,0.72,961,0,1664,60.06,0.0,66.56,0.0,0.0,0.0,1000.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.8296,743.0,26.0,19.0,60.36,15.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.5,5.0,6.0,0.0,5.5,4.5,6.0,6.0,7.5,5.0,5.0,4.5,6.5,5.0,6.0,0.0,0.0,5.0,5.0,6.0,6.0,4.5,0.0,5.0,5.0,5.5,5.5,0.0,0,2
1356,Grbic Ivo,G,7.0,7.0,5.63,0.0,5.63,4,0,4,0.48,0.0,0.48,0,0,0,0.5,0.0,0.5,206,0,206,51.5,0.0,51.5,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1357,Soria David,G,18.0,18.0,5.61,5.61,5.66,27,27,38,1.51,1.51,1.4,0,0,0,1.0,1.0,1.0,2430,2430,3420,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,41.0,6.0,5.875,6.0,7.0,5.0,5.5,5.5,7.0,7.0,6.0,5.0,6.0,4.0,5.0,5.5,5.0,6.5,8.5,6.0,4.5,7.5,6.0,4.5,7.0,6.0,1.5,7.5,3.0,3.5,4.0,5.5,4.5,6.0,7.0,6.0,5.0,6.0,6.0,8.0,5.5,4,10
1358,Balde Alejandro,DL,13.0,17.0,5.61,0.0,5.58,23,0,24,0.81,0.0,0.8,0,0,0,0.87,0.0,0.88,1663,0,1752,72.3,0.0,73.0,0.0,0.0,0.0,1000.0,14.0,0.0,0.0,0.0,5.0,4.0,8.0,0.9031,1421.0,8.0,20.0,54.84,18.0,0.0,0.0,4.5,5.666666666666667,0.0,5.0,6.0,6.0,0.0,6.0,5.0,5.0,4.5,5.0,6.0,6.0,5.0,5.5,6.5,5.0,6.5,0.0,4.5,5.0,5.0,8.0,5.5,5.5,6.5,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
1359,Araújo Ronald,DC,12.0,19.0,5.6,6.0,5.67,15,2,24,0.76,1.41,0.73,0,0,1,0.93,1.0,0.96,1201,168,1954,80.07,84.0,81.42,0.0,1954.0,7.0,1000.0,9.5,0.0,0.0,0.0,2.0,1.0,2.0,0.8662,910.0,8.0,13.0,66.3,11.0,0.0,0.0,6.0,5.333333333333333,7.0,5.0,0.0,4.0,5.0,0.0,6.5,5.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.5,5.0,5.0,4.5,0.0,5.5,6.0,5.5,5.5,0.0,6.0,6.5,7.0,0.0,3,7
1360,Álex Remiro,G,17.0,22.0,5.59,5.59,5.59,27,27,38,0.87,0.87,0.85,0,0,0,1.0,1.0,1.0,2430,2430,3420,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,25.0,6.0,5.25,4.5,6.0,5.0,5.5,6.0,6.0,5.5,5.0,7.0,6.5,5.0,6.0,6.5,5.5,6.0,4.0,5.0,6.0,5.5,6.0,5.0,5.5,6.0,6.0,7.0,3.0,6.0,5.0,6.0,5.5,6.0,6.0,4.0,6.0,4.5,6.0,5.5,7.0,4,10
1361,Oblak Jan,G,17.0,22.0,5.54,5.59,5.51,25,17,37,0.88,0.92,0.84,0,0,0,1.0,1.0,1.0,2224,1530,3304,88.96,90.0,89.3,0.0,0.0,0.0,1000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,6.5,5.75,6.0,5.5,7.0,4.5,6.5,6.5,6.5,4.5,7.0,5.5,5.0,4.5,6.0,5.0,4.5,4.5,6.0,0.0,5.5,5.5,6.5,4.0,0.0,6.0,6.0,4.5,5.5,5.5,5.5,5.5,7.0,4.5,5.5,5.0,5.5,4.5,6.5,4.5,4,10
1362,Camavinga Eduardo,MD,16.0,25.0,5.54,5.54,5.61,27,27,36,0.71,0.71,0.82,0,0,0,0.56,0.56,0.58,1433,1433,2016,53.07,53.07,56.0,0.0,0.0,0.0,1000.0,9.0,0.0,0.0,0.0,1.0,2.0,5.0,0.883,1286.0,12.0,33.0,60.0,25.0,0.0,0.0,5.5,5.125,6.0,5.0,5.0,4.5,5.0,7.0,7.0,5.0,4.5,7.0,6.0,5.5,6.0,5.0,6.0,5.5,5.0,5.0,5.0,5.5,6.0,5.0,5.0,5.5,5.5,6.0,6.0,6.0,0.0,7.0,5.0,8.0,6.0,5.0,6.0,0.0,4.5,5.0,4,10
1363,Dani Ceballos Dani,MO,11.0,15.0,5.53,5.77,5.56,20,11,26,0.72,0.75,0.74,0,0,0,0.5,0.64,0.46,840,597,1067,42.0,54.27,41.04,0.0,0.0,0.0,1000.0,6.5,0.0,0.0,0.0,1.0,0.0,3.0,0.9305,1041.0,18.0,16.0,51.94,10.0,0.0,0.0,0.0,5.125,5.0,5.5,5.0,5.0,5.5,5.5,6.5,5.5,7.0,6.0,7.0,0.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.5,5.0,5.5,5.0,5.0,5.0,5.5,0.0,0.0,7.0,6.5,0.0,5.0,5.0,0.0,0.0,4,10
1364,Rodríguez Guido,MO,16.0,18.0,5.5,5.38,5.66,23,4,34,0.74,0.48,0.76,0,0,0,0.96,1.0,0.94,1886,315,2818,82.0,78.75,82.88,0.0,0.0,0.0,1000.0,6.5,0.0,0.0,0.0,0.0,0.0,4.0,0.8761,1415.0,24.0,36.0,60.0,26.0,0.0,0.0,5.75,5.375,5.0,5.5,5.0,6.0,0.0,4.5,4.0,5.0,6.5,5.0,4.5,6.0,0.0,6.0,6.0,0.0,5.0,6.0,5.5,5.5,0.0,6.0,6.0,5.0,6.5,5.0,7.0,6.0,6.0,7.0,5.5,6.5,0.0,5.0,5.5,7.0,6.5,6.0,4,9
1365,Agirrezabala Julen,G,13.0,13.0,5.5,5.5,5.5,6,6,6,0.55,0.55,0.55,0,0,0,0.83,0.83,0.83,495,495,495,82.5,82.5,82.5,0.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,5.375,5.5,5.5,4.5,6.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6
1366,Koke,MO,14.0,18.0,5.48,5.54,5.35,23,14,33,0.55,0.66,0.74,0,0,1,0.87,0.86,0.88,1698,975,2442,73.83,69.64,74.0,0.0,2442.0,7.0,1000.0,13.0,0.0,0.0,0.0,3.0,0.0,8.0,0.8729,1507.0,11.0,30.0,55.17,17.0,0.0,0.0,7.0,5.875,5.5,6.0,5.5,6.5,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.5,5.0,5.5,5.0,6.0,5.5,5.5,5.0,5.5,6.5,5.0,5.0,5.0,5.0,5.0,4.5,3.5,0.0,7.0,4.0,4,10
1367,Martínez Fernando,G,15.0,18.0,5.48,5.34,5.48,26,16,26,1.34,1.3,1.34,0,0,0,1.0,1.0,1.0,2295,1395,2295,88.27,87.19,88.27,0.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,28.0,5.5,5.0,4.5,5.5,4.5,5.5,6.0,2.0,4.5,6.0,5.5,5.5,6.5,4.0,6.0,6.0,8.0,5.5,0.0,7.0,4.0,6.0,3.0,5.0,5.5,6.0,6.5,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10
1368,Rajkovic Predrag,G,15.0,17.0,5.43,5.43,5.59,27,27,39,1.14,1.14,1.09,0,0,0,1.0,1.0,1.0,2430,2430,3510,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,28.0,6.0,5.625,6.0,5.0,5.0,6.5,3.0,5.0,4.5,7.0,4.5,6.5,5.5,6.0,4.5,7.0,6.0,5.0,6.0,6.5,4.0,4.5,5.0,6.0,3.5,5.5,6.0,4.5,8.0,5.0,7.0,4.5,7.0,5.0,6.5,6.5,5.0,6.0,6.0,7.0,4,10
1369,Mamardashvili Giorgi,G,15.0,18.0,5.43,5.43,5.54,27,27,35,0.95,0.95,1.09,0,0,0,1.0,1.0,1.0,2430,2430,3150,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,28.0,4.0,4.75,5.0,4.0,6.0,4.0,7.0,6.0,4.0,7.0,6.0,4.0,6.0,5.0,6.5,6.0,5.5,4.5,4.0,6.0,4.5,5.0,5.0,6.5,6.0,6.0,6.0,5.0,6.0,0.0,0.0,3.0,7.5,6.5,0.0,4.5,6.0,6.0,7.0,7.0,4,10
1370,Lunin Andrii,G,7.0,7.0,5.42,0.0,5.63,6,0,8,0.86,0.0,1.06,0,0,0,1.0,0.0,1.0,540,0,720,90.0,0.0,90.0,0.0,0.0,0.0,1000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
1371,Iza Carcelén,DL,13.0,15.0,5.42,0.0,5.39,18,0,23,1.07,0.0,1.03,0,0,0,0.89,0.0,0.74,1418,0,1547,78.78,0.0,67.26,0.0,0.0,0.0,1000.0,8.5,0.0,0.0,0.0,1.0,1.0,2.0,0.8018,831.0,14.0,40.0,62.16,13.0,0.0,0.0,5.0,6.5,0.0,0.0,7.5,5.5,5.5,5.0,7.0,3.5,5.5,6.5,6.0,5.5,4.5,5.0,6.0,0.0,3.0,5.0,5.5,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,7.0,4.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,8
1372,Torres Pau,DC,18.0,22.0,5.4,5.43,5.38,24,7,33,1.1,1.3,1.19,0,0,1,1.0,1.0,1.0,2155,625,2896,89.79,89.29,87.76,0.0,2896.0,8.0,1000.0,11.0,0.0,0.0,0.0,0.0,2.0,4.0,0.8527,1755.0,9.0,14.0,56.89,16.0,0.0,0.0,6.0,6.125,5.5,7.0,6.0,6.0,6.0,3.0,4.5,0.0,0.0,7.0,5.5,6.0,6.5,0.0,3.0,4.5,5.5,3.5,6.0,4.5,6.5,5.0,5.0,6.0,5.5,6.0,5.5,6.0,4.0,8.0,6.0,3.5,0.0,6.0,0.0,3.5,5.0,6.0,4,8
1373,Muniain Iker,A,12.0,17.0,5.39,5.17,5.61,23,3,35,0.71,0.76,0.91,0,0,1,0.7,0.33,0.8,1393,123,2424,60.57,41.0,69.26,0.0,2424.0,7.5,1000.0,5.0,0.0,0.0,0.0,3.0,5.0,12.0,0.8659,1141.0,4.0,12.0,60.76,11.0,0.0,0.0,4.5,5.166666666666667,6.0,4.5,5.0,0.0,4.0,6.0,5.5,6.0,5.0,5.0,5.0,5.0,5.0,5.5,0.0,0.0,0.0,5.5,5.0,6.0,6.5,5.0,6.0,4.5,7.0,6.0,5.0,5.0,7.0,5.0,7.0,7.0,7.5,4.0,7.0,5.5,6.0,6.5,3,9
1374,González Edgar,DC,9.0,12.0,5.39,0.0,5.36,18,0,21,0.74,0.0,0.73,0,0,0,0.72,0.0,0.67,1234,0,1335,68.56,0.0,63.57,0.0,0.0,0.0,1000.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8572,831.0,20.0,13.0,60.53,16.0,0.0,0.0,5.5,6.0,0.0,6.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.5,0.0,5.5,0.0,4.0,6.5,5.5,0.0,5.5,0.0,5.5,6.0,5.0,0.0,4.5,7.0,5.5,6.0,0.0,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,6
1375,Herrera Sergio,G,10.0,10.0,5.38,6.0,5.45,13,1,22,0.85,0.0,1.01,0,0,0,1.0,1.0,1.0,1101,90,1911,84.69,90.0,86.86,0.0,0.0,0.0,1000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,5.0,6.5,6.0,0.0,7.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.5,5.5,5.5,4.0,6.0,5.5,4.5,6.0,6.0,5.0,5.0,0.0,5.0,5.0,8.0,6.0,6.5,3.5,6.0,0.0,2,3
1376,Pepe Reina,G,16.0,16.0,5.38,5.13,5.38,12,8,12,1.15,1.36,1.15,0,0,0,1.0,1.0,1.0,1080,720,1080,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,5.5,5.625,6.5,6.0,4.0,6.0,5.5,2.5,6.0,4.5,0.0,6.0,6.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9
